item_id,movie_title,true_rating,collaborative_prediction,content_prediction
175,Brazil (1985),5.0,3.732196071370919,1.9264233397257413
177,"Good, The Bad and The Ugly, The (1966)",5.0,4.139978570841503,1.8209233209010947
180,Apocalypse Now (1979),3.0,4.576541418143142,3.164252391466522
183,Alien (1979),5.0,4.278262586579562,2.6183091250905353
184,Army of Darkness (1993),4.0,3.944718185753961,3.1135009167553496
185,Psycho (1960),4.0,4.36334200422376,2.2796275253737406
186,"Blues Brothers, The (1980)",4.0,4.267814515197516,2.9092855140497083
188,Full Metal Jacket (1987),3.0,4.005935893498698,3.410303698587575
189,"Grand Day Out, A (1992)",3.0,4.399643439348188,2.6501387965587657
190,Henry V (1989),5.0,4.671123336318092,3.164252391466522
193,"Right Stuff, The (1983)",4.0,4.144025090195472,3.5564593425343243
196,Dead Poets Society (1989),5.0,4.1794534208085,3.5564593425343243
200,"Shining, The (1980)",3.0,3.8547745003395497,1.1524494103346157
201,Evil Dead II (1987),3.0,3.919300124287268,2.899754190323672
202,Groundhog Day (1993),5.0,4.162461657900584,3.164252391466522
206,Akira (1988),4.0,4.278378980486702,2.377908131870565
208,Young Frankenstein (1974),5.0,4.428776506732817,2.5506329394798453
209,This Is Spinal Tap (1984),4.0,4.137673042484708,3.7420589829437296
210,Indiana Jones and the Last Crusade (1989),4.0,4.233888877644719,2.1360252016510097
212,"Unbearable Lightness of Being, The (1988)",4.0,3.4093308226665404,3.5564593425343243
213,"Room with a View, A (1986)",2.0,3.844435577574894,3.5291072007558975
214,Pink Floyd - The Wall (1982),4.0,3.4198167776900514,2.85512138599156
215,Field of Dreams (1989),3.0,3.8986704815883764,3.5564593425343243
218,Cape Fear (1991),3.0,3.323614366415453,2.043692116906215
219,"Nightmare on Elm Street, A (1984)",1.0,2.9397255590803812,1.1524494103346157
221,Breaking the Waves (1996),5.0,3.779202030454748,3.5564593425343243
222,Star Trek: First Contact (1996),4.0,3.668631069639674,2.4624314575699895
224,Ridicule (1996),5.0,3.715237860725447,3.5564593425343243
225,101 Dalmatians (1996),2.0,2.3677134681939083,2.7081838798548032
226,Die Hard 2 (1990),3.0,3.754072298671998,2.525756475210115
227,Star Trek VI: The Undiscovered Country (1991),4.0,2.7435199130899868,2.4624314575699895
228,Star Trek: The Wrath of Khan (1982),5.0,3.875696420568937,2.4624314575699895
229,Star Trek III: The Search for Spock (1984),4.0,3.1101315568748027,2.4624314575699895
230,Star Trek IV: The Voyage Home (1986),4.0,3.3608566361876604,2.4624314575699895
232,Young Guns (1988),3.0,3.539075251337652,2.8483508699842917
233,Under Siege (1992),2.0,3.186447303395599,2.1140533832144994
235,Mars Attacks! (1996),5.0,3.0894962833796327,3.292604593878259
236,Citizen Ruth (1996),4.0,3.851952665241821,4.250524664578071
241,"Last of the Mohicans, The (1992)",4.0,4.073380577369664,2.523366101635405
242,Kolya (1996),5.0,3.6738096454567826,3.0404767229402405
243,Jungle2Jungle (1997),1.0,2.586365170502888,2.7081838798548032
248,Grosse Pointe Blank (1997),4.0,4.2987412604680495,2.7496446536376866
250,"Fifth Element, The (1997)",4.0,3.9306848055393857,2.442834927644348
252,"Lost World: Jurassic Park, The (1997)",2.0,2.889559837645228,2.7883488520022226
253,"Pillow Book, The (1995)",5.0,3.2775559315258582,3.5291072007558975
254,Batman & Robin (1997),1.0,2.3784659995090713,2.1780697852647135
255,My Best Friend's Wedding (1997),2.0,3.273284720905492,3.164252391466522
258,Contact (1997),5.0,4.2450751042608585,3.462769962703284
259,George of the Jungle (1997),1.0,3.177588998261604,2.7081838798548032
260,Event Horizon (1997),1.0,3.330193211793616,2.6241725639495597
262,In the Company of Men (1997),3.0,4.150185213928433,3.5564593425343243
264,Mimic (1997),2.0,2.9339587035618155,2.3930819991048877
265,"Hunt for Red October, The (1990)",4.0,3.9522394806491934,2.525756475210115
266,Kull the Conqueror (1997),1.0,2.603583556115775,2.1360252016510097
267,unknown,4.0,2.977361508671704,1.0
272,Good Will Hunting (1997),3.0,4.762971355782154,3.5564593425343243
